calendar_year_month,sku,sales_usd,sales_qty,calendar_date
201612,11464-0,2008336.24,16140,2016-12-01
201612,11499-0,3599543.55,23657,2016-12-01
201612,14047-0,3403.01,13,2016-12-01
201612,2967-BR1,54835.93,591,2016-12-01
201612,3073-NA,145219.46,1665,2016-12-01
201612,3946-0,179716.59,672,2016-12-01
201612,4008-0,174204.84,6559,2016-12-01
201612,4166-0,121237.11,1934,2016-12-01
201612,4167-0,91048.05,1408,2016-12-01
201612,4198-0,746976.72,8773,2016-12-01
201612,4199-0,2143527.1,21376,2016-12-01
201612,4309-0,915520.58,7670,2016-12-01
201612,4326-0,720.25,5,2016-12-01
201612,4418-0,237737.22,3225,2016-12-01
201612,4421-0,278745.29,4071,2016-12-01
201612,4434-0,498498.38,3812,2016-12-01
201612,4467-0,765696.68,14214,2016-12-01
201612,4468-0,739202.42,13645,2016-12-01
201612,45989-0,584594.35,3455,2016-12-01
201612,4636-0,665963.8099999999,27087,2016-12-01
201612,4639-0,75601.29,3647,2016-12-01
201612,4647-0,56765.79,5175,2016-12-01
201612,4648-0,10434.62,1175,2016-12-01
201612,4694-0,125437.4,9790,2016-12-01
201612,4734-0,200802.52,8949,2016-12-01
201612,4774-0,477317.85,41844,2016-12-01
201612,4775-0,211127.86,19677,2016-12-01
201612,5172-0,467371.66,1262,2016-12-01
201612,5297-0,4944.5,43,2016-12-01
201612,98993-0,143231.64,583,2016-12-01
201612,98994-0,383702.33,1572,2016-12-01
201612,99042-NA,27822.7,230,2016-12-01
201612,99517-LGR-1WA,3791.86,4,2016-12-01
201612,99517-LGR-1WT,885.81,1,2016-12-01
201612,99520-LGR-1WA,1861.62,2,2016-12-01
201612,99520-LGR-1WT,1914.36,2,2016-12-01
201612,99522-LG-1WA,2647.41,2,2016-12-01
201612,99522-LG-1WT,2790.14,2,2016-12-01
201612,99524-LG-1WA,8883.609999999999,8,2016-12-01
201612,99530-LGR-1WA,5399.400000000001,7,2016-12-01
201612,99530-LGR-1WT,1572.26,2,2016-12-01
201612,99533-LGR-1WA,3332.2,4,2016-12-01
201612,99533-LGR-1WT,812.5,2,2016-12-01
201612,99535-LG-1WA,2350.32,2,2016-12-01
201612,99535-LG-1WT,2619.1,2,2016-12-01
201612,99537-LG-1WA,4505.08,4,2016-12-01
201612,99537-LG-1WT,1101.85,1,2016-12-01
201612,99541-R-1WA,1079.7,2,2016-12-01
201612,99541-R-1WT,562.35,1,2016-12-01
201612,99543-R-1WA,1766.1000000000001,3,2016-12-01
201612,99544-1WA,784.2,1,2016-12-01
201612,99544-1WT,2375.1000000000004,3,2016-12-01
201612,99548-1WA,690.31,1,2016-12-01
201612,CB-CLW2026SS,75845.02,824,2016-12-01
201701,10491-0,1366461.17,5601,2017-01-01
201701,10493-0,108630.92,415,2017-01-01
201701,11464-0,3061449.94,24615,2017-01-01
201701,11499-0,3258692.13,21437,2017-01-01
201701,14047-0,11138.130000000001,42,2017-01-01
201701,2967-BR1,59740.74,640,2017-01-01
201701,3073-NA,101922.31,1174,2017-01-01
201701,3946-0,201222.72,737,2017-01-01
201701,4008-0,122786.49,4642,2017-01-01
201701,4166-0,121417.42,1968,2017-01-01
201701,4167-0,77255.33,1207,2017-01-01
201701,4198-0,725780.46,8480,2017-01-01
201701,4199-0,1969220.99,20005,2017-01-01
201701,4309-0,1029734.93,8550,2017-01-01
201701,4418-0,239360.83,3223,2017-01-01
201701,4421-0,272402.73,3906,2017-01-01
201701,4434-0,404125.77,3071,2017-01-01
201701,4467-0,765888.78,14289,2017-01-01
201701,4468-0,738970.22,13692,2017-01-01
201701,45989-0,1124299.8800000001,6641,2017-01-01
201701,4636-0,545299.75,22141,2017-01-01
201701,4639-0,107164.06,4907,2017-01-01
201701,4647-0,80580.05,7549,2017-01-01
201701,4648-0,9731.42,1074,2017-01-01
201701,4694-0,295147.67,22996,2017-01-01
201701,4734-0,157030.93,7008,2017-01-01
201701,4774-0,439650.94,38483,2017-01-01
201701,4775-0,166510.29,15549,2017-01-01
201701,5172-0,424798.88,1122,2017-01-01
201701,5297-0,19414.78,206,2017-01-01
201701,98993-0,632856.53,2541,2017-01-01
201701,98994-0,590104.69,2402,2017-01-01
201701,99042-NA,38288.7,315,2017-01-01
201701,99517-LGR-1WA,5216.87,6,2017-01-01
201701,99520-LGR-1WA,6515.67,8,2017-01-01
201701,99520-LGR-1WT,1914.36,2,2017-01-01
201701,99522-LG-1WA,5146.35,4,2017-01-01
201701,99522-LG-1WT,2546.24,2,2017-01-01
201701,99524-LG-1WA,7592.379999999999,6,2017-01-01
201701,99524-LG-1WT,1224.03,1,2017-01-01
201701,99530-LGR-1WA,5399.39,7,2017-01-01
201701,99530-LGR-1WT,950.36,1,2017-01-01
201701,99533-LGR-1WA,4120.25,5,2017-01-01
201701,99533-LGR-1WT,2343.33,3,2017-01-01
201701,99535-LG-1WA,2350.32,2,2017-01-01
201701,99535-LG-1WT,977.41,1,2017-01-01
201701,99537-LG-1WA,3232.2000000000003,4,2017-01-01
201701,99537-LG-1WT,1101.85,1,2017-01-01
201701,99541-R-1WA,3821.9100000000003,7,2017-01-01
201701,99541-R-1WT,562.35,1,2017-01-01
201701,99543-R-1WA,2354.8,4,2017-01-01
201701,99543-R-1WT,611.2,2,2017-01-01
201701,99544-1WA,2352.6000000000004,3,2017-01-01
201701,99544-1WT,806.7,1,2017-01-01
201701,99548-1WA,2117.4,4,2017-01-01
201701,CB-CLW2026SS,102631.59,1113,2017-01-01
201702,10491-0,1775791.97,7307,2017-02-01
201702,10493-0,109083.25,418,2017-02-01
201702,11464-0,2935699.37,23721,2017-02-01
201702,11499-0,1391042.95,9139,2017-02-01
201702,14047-0,9914.699999999999,37,2017-02-01
201702,2967-BR1,115002.92,1217,2017-02-01
201702,3073-NA,275631.8,3182,2017-02-01
201702,3569-0,23274.36,306,2017-02-01
201702,3946-0,294262.91000000003,1093,2017-02-01
201702,4008-0,100576.87,3869,2017-02-01
201702,4166-0,114609.24,1806,2017-02-01
201702,4167-0,85474.81,1309,2017-02-01
201702,4198-0,673177.71,7864,2017-02-01
201702,4199-0,2256282.34,22879,2017-02-01
201702,4309-0,998198.32,8798,2017-02-01
201702,4326-0,32117.19,244,2017-02-01
201702,4418-0,223888.9,3092,2017-02-01
201702,4421-0,325533.65,5009,2017-02-01
201702,4434-0,703918.11,5298,2017-02-01
201702,4467-0,851840.59,15739,2017-02-01
201702,4468-0,687996.0,12756,2017-02-01
201702,45989-0,1225520.45,6984,2017-02-01
201702,4636-0,742564.11,30152,2017-02-01
201702,4639-0,86905.13,4098,2017-02-01
201702,4647-0,97531.78,9071,2017-02-01
201702,4648-0,10078.13,1114,2017-02-01
201702,4694-0,125885.28,9844,2017-02-01
201702,4734-0,245432.4,10923,2017-02-01
201702,4774-0,491449.6,44241,2017-02-01
201702,4775-0,223311.84,21423,2017-02-01
201702,5172-0,525672.57,1373,2017-02-01
201702,5297-0,26550.63,254,2017-02-01
201702,98993-0,659229.52,2656,2017-02-01
201702,98994-0,444536.13,1800,2017-02-01
201702,99042-NA,71666.15,590,2017-02-01
201702,99517-LGR-1WA,3918.8,5,2017-02-01
201702,99520-LGR-1WA,2569.8599999999997,3,2017-02-01
201702,99520-LGR-1WT,2878.5299999999997,4,2017-02-01
201702,99522-LG-1WA,8227.94,6,2017-02-01
201702,99524-LG-1WA,14978.339999999998,14,2017-02-01
201702,99524-LG-1WT,3273.05,3,2017-02-01
201702,99530-LGR-1WA,6182.870000000001,9,2017-02-01
201702,99530-LGR-1WT,3299.45,4,2017-02-01
201702,99533-LGR-1WA,8220.06,10,2017-02-01
201702,99533-LGR-1WT,5054.25,6,2017-02-01
201702,99535-LG-1WA,1130.16,1,2017-02-01
201702,99535-LG-1WT,1250.34,1,2017-02-01
201702,99537-LG-1WA,3232.2000000000003,3,2017-02-01
201702,99537-LG-1WT,1152.6,1,2017-02-01
201702,99541-R-1WA,2160.03,4,2017-02-01
201702,99541-R-1WT,1186.92,2,2017-02-01
201702,99543-R-1WA,2174.55,4,2017-02-01
201702,99543-R-1WT,1192.15,2,2017-02-01
201702,99544-1WA,1620.44,2,2017-02-01
201702,99544-1WT,2521.59,3,2017-02-01
201702,99548-1WA,1350.62,2,2017-02-01
201702,99548-1WT,2324.18,3,2017-02-01
201702,CB-CLW2026SS,170934.69,1860,2017-02-01
201703,10491-0,1645773.18,6767,2017-03-01
201703,10493-0,117336.01,454,2017-03-01
201703,11464-0,2600314.45,20917,2017-03-01
201703,11499-0,3645330.73,23989,2017-03-01
201703,14047-0,6546.67,25,2017-03-01
201703,2967-BR1,86468.7,916,2017-03-01
201703,3073-NA,297735.49,3448,2017-03-01
201703,3946-0,223168.86000000002,811,2017-03-01
201703,4008-0,139039.55,5680,2017-03-01
201703,4166-0,141843.08000000002,2153,2017-03-01
201703,4167-0,102751.04000000001,1495,2017-03-01
201703,4198-0,838741.85,9960,2017-03-01
201703,4199-0,2471731.75,24921,2017-03-01
201703,4309-0,1052100.1,9293,2017-03-01
201703,4326-0,11481.52,82,2017-03-01
201703,4418-0,259777.63999999998,3687,2017-03-01
201703,4421-0,346638.96,5255,2017-03-01
201703,4434-0,438494.19,3267,2017-03-01
201703,4467-0,977051.0,18235,2017-03-01
201703,4468-0,875833.87,16261,2017-03-01
201703,45989-0,489517.95,2897,2017-03-01
201703,4636-0,967482.82,40017,2017-03-01
201703,4639-0,101923.28,4979,2017-03-01
201703,4647-0,81232.43,7439,2017-03-01
201703,4648-0,6606.04,707,2017-03-01
201703,4694-0,137732.84,10776,2017-03-01
201703,4734-0,164412.7,7348,2017-03-01
201703,4774-0,555897.14,53752,2017-03-01
201703,4775-0,164782.18,17272,2017-03-01
201703,5172-0,433342.74,1150,2017-03-01
201703,5297-0,7180.78,122,2017-03-01
201703,98993-0,472369.32,1941,2017-03-01
201703,98994-0,587959.72,2406,2017-03-01
201703,99042-NA,53712.85,442,2017-03-01
201703,99517-LGR-1WA,757.05,1,2017-03-01
201703,99520-LGR-1WA,3602.2299999999996,4,2017-03-01
201703,99520-LGR-1WT,1898.86,2,2017-03-01
201703,99522-LG-1WA,5587.81,4,2017-03-01
201703,99524-LG-1WA,11447.57,9,2017-03-01
201703,99530-LGR-1WA,9794.550000000001,14,2017-03-01
201703,99530-LGR-1WT,3113.55,4,2017-03-01
201703,99533-LGR-1WA,5619.6,7,2017-03-01
201703,99533-LGR-1WT,2647.2,3,2017-03-01
201703,99535-LG-1WA,1225.91,1,2017-03-01
201703,99535-LG-1WT,2500.68,2,2017-03-01
201703,99537-LG-1WA,4738.2300000000005,4,2017-03-01
201703,99541-R-1WA,1121.12,3,2017-03-01
201703,99541-R-1WT,1064.2,2,2017-03-01
201703,99543-R-1WA,1647.43,3,2017-03-01
201703,99544-1WA,4117.9400000000005,5,2017-03-01
201703,99544-1WT,2604.9700000000003,3,2017-03-01
201703,99548-1WA,1484.78,2,2017-03-01
201703,99548-1WT,808.56,1,2017-03-01
201703,CB-CLW2026SS,136780.33,1488,2017-03-01
201704,10491-0,1313257.7,5404,2017-04-01
201704,10493-0,90215.19,352,2017-04-01
201704,11464-0,2154528.16,17365,2017-04-01
201704,11499-0,1791034.1700000002,11940,2017-04-01
201704,14047-0,6220.36,24,2017-04-01
201704,2967-BR1,60321.24,653,2017-04-01
201704,3073-NA,98053.51,1118,2017-04-01
201704,3569-0,27588.109999999997,242,2017-04-01
201704,3946-0,267345.72,965,2017-04-01
201704,4008-0,139889.13,5513,2017-04-01
201704,4166-0,124733.94,1892,2017-04-01
201704,4167-0,105114.02,1527,2017-04-01
201704,4198-0,668678.49,8108,2017-04-01
201704,4199-0,2296488.44,23100,2017-04-01
201704,4309-0,971212.43,8579,2017-04-01
201704,4326-0,213629.5,1453,2017-04-01
201704,4418-0,267795.2,3821,2017-04-01
201704,4421-0,314199.78,4746,2017-04-01
201704,4434-0,451493.33,3356,2017-04-01
201704,4467-0,882514.86,16605,2017-04-01
201704,4468-0,698074.12,13069,2017-04-01
201704,45989-0,725741.65,4256,2017-04-01
201704,4636-0,906691.3,37324,2017-04-01
201704,4639-0,120773.18,5802,2017-04-01
201704,4647-0,106345.68,9696,2017-04-01
201704,4648-0,11298.68,1247,2017-04-01
201704,4694-0,67310.85,5288,2017-04-01
201704,4734-0,169642.22,7521,2017-04-01
201704,4774-0,402279.75,38410,2017-04-01
201704,4775-0,146101.91,15002,2017-04-01
201704,5172-0,618794.5,1609,2017-04-01
201704,5297-0,33102.99,512,2017-04-01
201704,98993-0,845969.9,3445,2017-04-01
201704,98994-0,733425.37,2992,2017-04-01
201704,99042-NA,9726.65,80,2017-04-01
201704,99517-LGR-1WA,1703.38,2,2017-04-01
201704,99520-LGR-1WA,2701.67,3,2017-04-01
201704,99520-LGR-1WT,0.0,1,2017-04-01
201704,99522-LG-1WA,9103.41,6,2017-04-01
201704,99522-LG-1WT,1445.82,1,2017-04-01
201704,99524-LG-1WA,7502.039999999999,7,2017-04-01
201704,99524-LG-1WT,1274.78,1,2017-04-01
201704,99530-LGR-1WA,3769.7400000000002,5,2017-04-01
201704,99530-LGR-1WT,3182.71,4,2017-04-01
201704,99533-LGR-1WA,8295.6,11,2017-04-01
201704,99533-LGR-1WT,1654.5,2,2017-04-01
201704,99535-LG-1WA,6190.71,5,2017-04-01
201704,99535-LG-1WT,1250.34,1,2017-04-01
201704,99537-LG-1WA,2256.3,2,2017-04-01
201704,99537-LG-1WT,1152.6,1,2017-04-01
201704,99541-R-1WA,4586.39,9,2017-04-01
201704,99541-R-1WT,1596.3000000000002,3,2017-04-01
201704,99543-R-1WA,670.14,1,2017-04-01
201704,99543-R-1WT,580.95,1,2017-04-01
201704,99544-1WA,0.0,1,2017-04-01
201704,99544-1WT,857.45,1,2017-04-01
201704,99548-1WA,1581.6599999999999,2,2017-04-01
201704,CB-CLW2026SS,69419.67,740,2017-04-01
201705,10491-0,1391626.6,5736,2017-05-01
201705,10493-0,111591.05,439,2017-05-01
201705,11464-0,2452967.58,19705,2017-05-01
201705,11499-0,5382222.9,35438,2017-05-01
201705,14047-0,7695.8,30,2017-05-01
201705,2967-BR1,110887.58,1214,2017-05-01
201705,3073-NA,292090.09,3391,2017-05-01
201705,3569-0,271559.27999999997,2774,2017-05-01
201705,3946-0,231930.13999999998,835,2017-05-01
201705,4008-0,147731.86000000002,5822,2017-05-01
201705,4144-0,13145.869999999999,226,2017-05-01
201705,4166-0,137547.98,2068,2017-05-01
201705,4167-0,100032.11,1452,2017-05-01
201705,4198-0,883334.92,10479,2017-05-01
201705,4199-0,2807616.18,28330,2017-05-01
201705,4309-0,1119004.81,9886,2017-05-01
201705,4326-0,669031.83,4778,2017-05-01
201705,4418-0,273977.52999999997,3892,2017-05-01
201705,4421-0,325101.14,4922,2017-05-01
201705,4434-0,513052.18,3804,2017-05-01
201705,4467-0,999864.66,18637,2017-05-01
201705,4468-0,789460.5700000001,14681,2017-05-01
201705,45989-0,821833.84,4861,2017-05-01
201705,4636-0,977619.98,39795,2017-05-01
201705,4639-0,108255.54,5208,2017-05-01
201705,4647-0,113660.43,10342,2017-05-01
201705,4648-0,10760.65,1196,2017-05-01
201705,4694-0,78841.3,6164,2017-05-01
201705,4734-0,103307.51000000001,4606,2017-05-01
201705,4774-0,515916.17,48824,2017-05-01
201705,4775-0,178402.66,18499,2017-05-01
201705,5172-0,518827.34,1395,2017-05-01
201705,5297-0,42170.88,430,2017-05-01
201705,98993-0,519735.15,2150,2017-05-01
201705,98994-0,868941.07,3570,2017-05-01
201705,99042-NA,101825.42,839,2017-05-01
201705,99517-LGR-1WA,5961.83,7,2017-05-01
201705,99517-LGR-1WT,1801.12,2,2017-05-01
201705,99520-LGR-1WA,1801.12,3,2017-05-01
201705,99522-LG-1WA,5587.8,4,2017-05-01
201705,99522-LG-1WT,4626.63,3,2017-05-01
201705,99524-LG-1WA,8911.01,7,2017-05-01
201705,99524-LG-1WT,2549.56,2,2017-05-01
201705,99530-LGR-1WA,12817.15,17,2017-05-01
201705,99530-LGR-1WT,2335.14,3,2017-05-01
201705,99533-LGR-1WA,6422.4,8,2017-05-01
201705,99533-LGR-1WT,827.25,1,2017-05-01
201705,99535-LG-1WA,3809.42,3,2017-05-01
201705,99537-LG-1WA,3384.4500000000003,3,2017-05-01
201705,99537-LG-1WT,3201.67,3,2017-05-01
201705,99541-R-1WA,1602.61,3,2017-05-01
201705,99541-R-1WT,1064.2,2,2017-05-01
201705,99543-R-1WA,1675.3500000000001,3,2017-05-01
201705,99543-R-1WT,1742.8500000000001,3,2017-05-01
201705,99544-1WA,1001.94,1,2017-05-01
201705,99544-1WT,4287.25,6,2017-05-01
201705,99548-1WA,0.0,1,2017-05-01
201705,99548-1WT,808.56,1,2017-05-01
201705,CB-CLW2026SS,245075.47,2687,2017-05-01
201706,10491-0,1315780.22,5402,2017-06-01
201706,10493-0,135019.58,526,2017-06-01
201706,11464-0,4944950.27,39401,2017-06-01
201706,11499-0,4307073.33,28336,2017-06-01
201706,14047-0,6631.84,25,2017-06-01
201706,2967-BR1,67459.97,732,2017-06-01
201706,3073-NA,196348.47,2261,2017-06-01
201706,3569-0,296697.54,3133,2017-06-01
201706,3946-0,271103.67,956,2017-06-01
201706,4008-0,168142.87,6734,2017-06-01
201706,4144-0,73468.46,741,2017-06-01
201706,4166-0,142605.47,2140,2017-06-01
201706,4167-0,99779.97,1444,2017-06-01
201706,4198-0,872473.93,10292,2017-06-01
201706,4199-0,2416496.3,24493,2017-06-01
201706,4309-0,1131024.68,9977,2017-06-01
201706,4326-0,531485.4400000001,3940,2017-06-01
201706,4418-0,285970.88,4073,2017-06-01
201706,4421-0,361861.04,5490,2017-06-01
201706,4434-0,554195.86,4128,2017-06-01
201706,4467-0,961495.75,17989,2017-06-01
201706,4468-0,764225.04,14175,2017-06-01
201706,45989-0,177929.7,1055,2017-06-01
201706,4636-0,939527.25,38152,2017-06-01
201706,4639-0,109916.13,5140,2017-06-01
201706,4647-0,112616.03,10297,2017-06-01
201706,4648-0,15152.18,1688,2017-06-01
201706,4694-0,200641.81,15640,2017-06-01
201706,4734-0,154866.35,6917,2017-06-01
201706,4774-0,509242.32,48529,2017-06-01
201706,4775-0,182912.87,19092,2017-06-01
201706,5172-0,584619.96,1555,2017-06-01
201706,5297-0,15547.560000000001,203,2017-06-01
201706,98993-0,219478.76,904,2017-06-01
201706,98994-0,549892.53,2244,2017-06-01
201706,99042-NA,40606.89,334,2017-06-01
201706,99517-LGR-1WA,3406.75,4,2017-06-01
201706,99517-LGR-1WT,1801.12,2,2017-06-01
201706,99520-LGR-1WA,3602.24,4,2017-06-01
201706,99520-LGR-1WT,949.43,1,2017-06-01
201706,99522-LG-1WA,2793.9,2,2017-06-01
201706,99524-LG-1WA,2500.6899999999996,2,2017-06-01
201706,99524-LG-1WT,1274.78,1,2017-06-01
201706,99530-LGR-1WA,11309.25,15,2017-06-01
201706,99530-LGR-1WT,1556.76,2,2017-06-01
201706,99533-LGR-1WA,12042.0,15,2017-06-01
201706,99533-LGR-1WT,3309.0,4,2017-06-01
201706,99535-LG-1WA,8581.37,7,2017-06-01
201706,99537-LG-1WA,4512.6,4,2017-06-01
201706,99541-R-1WA,8153.6,16,2017-06-01
201706,99541-R-1WT,4867.06,9,2017-06-01
201706,99543-R-1WA,3909.15,7,2017-06-01
201706,99543-R-1WT,2904.75,5,2017-06-01
201706,99544-1WA,6053.53,7,2017-06-01
201706,99544-1WT,5144.6900000000005,6,2017-06-01
201706,99548-1WA,4716.36,6,2017-06-01
201706,99548-1WT,3234.24,4,2017-06-01
201706,CB-CLW2026SS,107849.28,1141,2017-06-01
201707,10491-0,1426064.66,5837,2017-07-01
201707,10493-0,89841.73,342,2017-07-01
201707,11464-0,3281789.96,26689,2017-07-01
201707,11499-0,2554659.91,16788,2017-07-01
201707,14047-0,4678.6,17,2017-07-01
201707,20454-0,0.0,1728,2017-07-01
201707,20455-0,0.0,1728,2017-07-01
201707,2967-BR1,74007.01,829,2017-07-01
201707,3073-NA,218983.01,2525,2017-07-01
201707,3569-0,249962.37,2621,2017-07-01
201707,3946-0,279291.34,969,2017-07-01
201707,4008-0,122714.62,6007,2017-07-01
201707,4144-0,70195.03,620,2017-07-01
201707,4166-0,132488.83000000002,1997,2017-07-01
201707,4167-0,94154.33,1372,2017-07-01
201707,4198-0,809233.02,9433,2017-07-01
201707,4199-0,2440706.6,24714,2017-07-01
201707,4309-0,955385.63,8426,2017-07-01
201707,4326-0,409140.88,3022,2017-07-01
201707,4418-0,258636.25999999998,3697,2017-07-01
201707,4421-0,289951.29,4382,2017-07-01
201707,4434-0,389903.17,2897,2017-07-01
201707,4467-0,907250.73,16968,2017-07-01
201707,4468-0,747580.09,13869,2017-07-01
201707,45989-0,213532.01,1226,2017-07-01
201707,4636-0,924488.26,37030,2017-07-01
201707,4639-0,139176.09,6315,2017-07-01
201707,4647-0,98569.41,9052,2017-07-01
201707,4648-0,11114.57,1190,2017-07-01
201707,4694-0,130141.63,10150,2017-07-01
201707,4734-0,177405.18,9581,2017-07-01
201707,4774-0,469298.55,46000,2017-07-01
201707,4775-0,200257.39,22333,2017-07-01
201707,5172-0,498629.44,1290,2017-07-01
201707,5297-0,40243.93,345,2017-07-01
201707,78052-0,0.0,3168,2017-07-01
201707,98993-0,556652.02,2250,2017-07-01
201707,98994-0,669917.0,2732,2017-07-01
201707,99042-NA,76645.6,633,2017-07-01
201707,99517-LGR-1WA,1703.38,2,2017-07-01
201707,99517-LGR-1WT,900.56,1,2017-07-01
201707,99520-LGR-1WA,2701.68,3,2017-07-01
201707,99522-LG-1WA,8381.720000000001,6,2017-07-01
201707,99522-LG-1WT,1750.45,1,2017-07-01
201707,99524-LG-1WA,6893.23,6,2017-07-01
201707,99524-LG-1WT,1274.78,1,2017-07-01
201707,99530-LGR-1WA,4356.13,6,2017-07-01
201707,99530-LGR-1WT,778.38,1,2017-07-01
201707,99533-LGR-1WA,11399.76,14,2017-07-01
201707,99533-LGR-1WT,1654.5,2,2017-07-01
201707,99535-LG-1WA,2451.82,2,2017-07-01
201707,99535-LG-1WT,2361.75,2,2017-07-01
201707,99537-LG-1WA,2256.3,2,2017-07-01
201707,99537-LG-1WT,1152.6,1,2017-07-01
201707,99541-R-1WA,6624.8,13,2017-07-01
201707,99541-R-1WT,1064.2,2,2017-07-01
201707,99543-R-1WA,1116.9,2,2017-07-01
201707,99543-R-1WT,1161.9,2,2017-07-01
201707,99544-1WA,3522.9,4,2017-07-01
201707,99544-1WT,5488.09,6,2017-07-01
201707,99548-1WA,2515.39,3,2017-07-01
201707,CB-CLW2026SS,142324.05,1529,2017-07-01
201708,10491-0,2085432.95,8552,2017-08-01
201708,10493-0,120404.58,461,2017-08-01
201708,11464-0,5781804.78,46573,2017-08-01
201708,11499-0,1304096.25,8575,2017-08-01
201708,14047-0,8601.19,31,2017-08-01
201708,19042-0,1433.8799999999999,15,2017-08-01
201708,20454-0,228808.8,11556,2017-08-01
201708,20455-0,198135.0,11100,2017-08-01
201708,2967-BR1,115400.34,1223,2017-08-01
201708,3073-NA,296530.51,3386,2017-08-01
201708,3569-0,181413.66,1828,2017-08-01
201708,3946-0,337068.48,1241,2017-08-01
201708,4008-0,195886.05,8024,2017-08-01
201708,4144-0,55743.87,496,2017-08-01
201708,4166-0,156048.13,2359,2017-08-01
201708,4167-0,103086.86,1496,2017-08-01
201708,4198-0,899041.73,10555,2017-08-01
201708,4199-0,2971143.8,29973,2017-08-01
201708,4309-0,1343274.3599999999,11870,2017-08-01
201708,4326-0,313903.78,2251,2017-08-01
201708,4418-0,286467.2,4104,2017-08-01
201708,4421-0,324261.73,4884,2017-08-01
201708,4434-0,509436.18,3795,2017-08-01
201708,4467-0,1226514.11,22697,2017-08-01
201708,4468-0,856910.55,15962,2017-08-01
201708,45989-0,266971.92,1532,2017-08-01
201708,4636-0,961719.74,38721,2017-08-01
201708,4639-0,125797.19,5704,2017-08-01
201708,4647-0,96141.24,8658,2017-08-01
201708,4648-0,10571.9,1166,2017-08-01
201708,4694-0,114126.9,8966,2017-08-01
201708,4734-0,169943.44,7460,2017-08-01
201708,4774-0,623152.45,60466,2017-08-01
201708,4775-0,243692.73,24929,2017-08-01
201708,5172-0,604564.96,1567,2017-08-01
201708,5297-0,18666.84,188,2017-08-01
201708,78052-0,229923.36000000002,11304,2017-08-01
201708,98993-0,882024.88,3537,2017-08-01
201708,98994-0,447757.5,1791,2017-08-01
201708,99042-NA,66166.59,542,2017-08-01
201708,99517-LGR-1WA,1873.72,2,2017-08-01
201708,99520-LGR-1WA,2728.7,3,2017-08-01
201708,99522-LG-1WA,4072.9,3,2017-08-01
201708,99524-LG-1WA,12834.75,10,2017-08-01
201708,99524-LG-1WT,2334.27,2,2017-08-01
201708,99530-LGR-1WA,2463.38,3,2017-08-01
201708,99530-LGR-1WT,3136.88,4,2017-08-01
201708,99533-LGR-1WA,6494.67,8,2017-08-01
201708,99533-LGR-1WT,4235.65,5,2017-08-01
201708,99535-LG-1WA,1515.24,1,2017-08-01
201708,99537-LG-1WA,3418.3100000000004,4,2017-08-01
201708,99537-LG-1WT,0.0,1,2017-08-01
201708,99541-R-1WA,5126.63,10,2017-08-01
201708,99543-R-1WA,4501.12,8,2017-08-01
201708,99543-R-1WT,580.95,1,2017-08-01
201708,99544-1WA,2554.99,3,2017-08-01
201708,99544-1WT,5247.66,6,2017-08-01
201708,99548-1WA,3953.8999999999996,5,2017-08-01
201708,CB-CLW2026SS,125659.19,1360,2017-08-01
201709,10491-0,1556488.35,6386,2017-09-01
201709,10493-0,114525.66,435,2017-09-01
201709,11464-0,4121992.62,33037,2017-09-01
201709,11499-0,1509288.07,9907,2017-09-01
201709,14047-0,9769.62,34,2017-09-01
201709,19042-0,9979.33,102,2017-09-01
201709,20454-0,8197.2,414,2017-09-01
201709,20455-0,6533.1,366,2017-09-01
201709,2967-BR1,53967.25,589,2017-09-01
201709,3073-NA,209821.47,2402,2017-09-01
201709,3569-0,159589.08,1595,2017-09-01
201709,3946-0,226115.22,814,2017-09-01
201709,4008-0,103692.58,4031,2017-09-01
201709,4144-0,83054.1,687,2017-09-01
201709,4166-0,143977.17,2150,2017-09-01
201709,4167-0,93858.2,1361,2017-09-01
201709,4198-0,726326.64,8592,2017-09-01
201709,4199-0,2235351.64,22500,2017-09-01
201709,4309-0,857113.77,7633,2017-09-01
201709,4326-0,277608.34,1951,2017-09-01
201709,4418-0,219420.47,3113,2017-09-01
201709,4421-0,309969.75,4744,2017-09-01
201709,4434-0,446369.84,3296,2017-09-01
201709,4467-0,806930.1900000001,15008,2017-09-01
201709,4468-0,764098.16,14308,2017-09-01
201709,45989-0,743905.8099999999,4068,2017-09-01
201709,4636-0,699219.46,28060,2017-09-01
201709,4639-0,124703.0,5645,2017-09-01
201709,4647-0,102366.81,9505,2017-09-01
201709,4648-0,10238.31,1128,2017-09-01
201709,4694-0,300316.97,23473,2017-09-01
201709,4734-0,175936.86000000002,7871,2017-09-01
201709,4774-0,537544.3099999999,51758,2017-09-01
201709,4775-0,214732.44,21876,2017-09-01
201709,5172-0,602876.64,1523,2017-09-01
201709,5297-0,69936.7,635,2017-09-01
201709,78052-0,9091.98,447,2017-09-01
201709,98993-0,344181.27,1374,2017-09-01
201709,98994-0,830964.55,3387,2017-09-01
201709,99042-NA,52598.5,433,2017-09-01
201709,99517-LGR-1WA,1754.5,2,2017-09-01
201709,99517-LGR-1WT,0.0,0,2017-09-01
201709,99520-LGR-1WA,3710.33,4,2017-09-01
201709,99522-LG-1WA,2877.76,2,2017-09-01
201709,99524-LG-1WA,10560.55,8,2017-09-01
201709,99530-LGR-1WA,3106.32,4,2017-09-01
201709,99530-LGR-1WT,801.74,2,2017-09-01
