calendar_year_month,sku,sales_usd,sales_qty,calendar_date
201709,99533-LGR-1WA,7258.25,9,2017-09-01
201709,99535-LG-1WA,1262.7,1,2017-09-01
201709,99535-LG-1WT,1287.87,1,2017-09-01
201709,99537-LG-1WT,2374.38,2,2017-09-01
201709,99541-R-1WA,3674.3,7,2017-09-01
201709,99541-R-1WT,1644.21,4,2017-09-01
201709,99543-R-1WA,1150.41,2,2017-09-01
201709,99543-R-1WT,1196.76,2,2017-09-01
201709,99544-1WA,1624.46,2,2017-09-01
201709,99544-1WT,1668.25,2,2017-09-01
201709,99548-1WA,7286.94,9,2017-09-01
201709,99548-1WT,832.83,1,2017-09-01
201709,CB-CLW2026SS,105261.93000000001,1143,2017-09-01
201710,10491-0,1397964.13,5764,2017-10-01
201710,10493-0,108560.23,413,2017-10-01
201710,11464-0,3595441.85,28783,2017-10-01
201710,11499-0,1831638.58,12044,2017-10-01
201710,14047-0,6999.570000000001,25,2017-10-01
201710,19042-0,1396.6100000000001,14,2017-10-01
201710,20454-0,75794.4,3831,2017-10-01
201710,20455-0,42090.3,2358,2017-10-01
201710,20466-0,0.0,1800,2017-10-01
201710,20467-0,0.0,1800,2017-10-01
201710,2967-BR1,73212.54,790,2017-10-01
201710,3073-NA,216578.6,2500,2017-10-01
201710,3569-0,197155.35,1976,2017-10-01
201710,3946-0,251588.29,917,2017-10-01
201710,4008-0,141165.42,5302,2017-10-01
201710,4144-0,113580.67,927,2017-10-01
201710,4166-0,157582.64,2387,2017-10-01
201710,4167-0,111525.45,1622,2017-10-01
201710,4198-0,862548.02,10171,2017-10-01
201710,4199-0,2884072.04,28934,2017-10-01
201710,4309-0,1042695.69,9243,2017-10-01
201710,4326-0,354260.67,2508,2017-10-01
201710,4418-0,262013.0,3725,2017-10-01
201710,4421-0,349732.15,5427,2017-10-01
201710,4434-0,471654.74,3521,2017-10-01
201710,4467-0,1013036.87,18924,2017-10-01
201710,4468-0,698549.51,12905,2017-10-01
201710,45989-0,678889.48,3690,2017-10-01
201710,4636-0,926413.24,37353,2017-10-01
201710,4639-0,148473.91,6676,2017-10-01
201710,4647-0,114187.5,10461,2017-10-01
201710,4648-0,12161.33,1346,2017-10-01
201710,4694-0,110497.8,8774,2017-10-01
201710,4734-0,298301.12,13167,2017-10-01
201710,4774-0,632692.8099999999,60609,2017-10-01
201710,4775-0,244297.24,24717,2017-10-01
201710,5172-0,516042.63,1310,2017-10-01
201710,5297-0,39008.54,402,2017-10-01
201710,78052-0,45276.840000000004,2226,2017-10-01
201710,98993-0,657697.85,2565,2017-10-01
201710,98994-0,385818.17,1531,2017-10-01
201710,99042-NA,42925.090000000004,353,2017-10-01
201710,99517-LGR-1WA,1754.5,3,2017-10-01
201710,99517-LGR-1WT,2782.75,3,2017-10-01
201710,99520-LGR-1WA,927.58,1,2017-10-01
201710,99522-LG-1WA,5755.5,4,2017-10-01
201710,99524-LG-1WA,5373.929999999999,4,2017-10-01
201710,99524-LG-1WT,2626.06,2,2017-10-01
201710,99530-LGR-1WA,4659.4800000000005,6,2017-10-01
201710,99530-LGR-1WT,3206.96,6,2017-10-01
201710,99533-LGR-1WA,8268.92,10,2017-10-01
201710,99533-LGR-1WT,2556.27,3,2017-10-01
201710,99535-LG-1WA,2777.94,2,2017-10-01
201710,99537-LG-1WA,2324.02,2,2017-10-01
201710,99541-R-1WA,4199.2,8,2017-10-01
201710,99541-R-1WT,6576.960000000001,12,2017-10-01
201710,99543-R-1WA,575.21,1,2017-10-01
201710,99543-R-1WT,1196.76,2,2017-10-01
201710,99544-1WA,4300.09,7,2017-10-01
201710,99544-1WT,3532.76,4,2017-10-01
201710,99548-1WA,809.66,1,2017-10-01
201710,99548-1WT,1480.5900000000001,2,2017-10-01
201710,CB-CLW2026SS,127879.43000000001,1377,2017-10-01
201711,10491-0,1643498.17,6822,2017-11-01
201711,10493-0,96910.83,372,2017-11-01
201711,11464-0,2584562.0,20696,2017-11-01
201711,11499-0,2927047.71,19240,2017-11-01
201711,14047-0,2174.27,8,2017-11-01
201711,19042-0,3136.2599999999998,31,2017-11-01
201711,20454-0,337609.8,17053,2017-11-01
201711,20455-0,334687.5,18750,2017-11-01
201711,20466-0,351405.65,18431,2017-11-01
201711,20467-0,288097.58,17653,2017-11-01
201711,2967-BR1,68434.49,692,2017-11-01
201711,3073-NA,278436.45,3174,2017-11-01
201711,3569-0,280100.56,2788,2017-11-01
201711,3946-0,245226.96,982,2017-11-01
201711,4008-0,128443.49,4850,2017-11-01
201711,4144-0,152376.67,1228,2017-11-01
201711,4166-0,140249.18,2127,2017-11-01
201711,4167-0,102003.36,1486,2017-11-01
201711,4198-0,703225.73,8375,2017-11-01
201711,4199-0,2336059.01,23518,2017-11-01
201711,4309-0,1142929.82,10100,2017-11-01
201711,4326-0,489299.37,3517,2017-11-01
201711,4418-0,248250.78999999998,3550,2017-11-01
201711,4421-0,372640.77,5643,2017-11-01
201711,4434-0,530921.09,3954,2017-11-01
201711,4467-0,810222.79,15072,2017-11-01
201711,4468-0,715796.38,13237,2017-11-01
201711,45989-0,227276.34,1299,2017-11-01
201711,4636-0,1082296.78,43582,2017-11-01
201711,4639-0,152000.09,6954,2017-11-01
201711,4647-0,124233.56,11697,2017-11-01
201711,4648-0,9557.12,1044,2017-11-01
201711,4694-0,117588.81,9254,2017-11-01
201711,4734-0,195162.27,8629,2017-11-01
201711,4774-0,549076.58,53192,2017-11-01
201711,4775-0,204557.28,21121,2017-11-01
201711,5172-0,629934.42,1602,2017-11-01
201711,5297-0,41944.95,370,2017-11-01
201711,78052-0,84880.8,4173,2017-11-01
201711,98993-0,498324.13,2011,2017-11-01
201711,98994-0,527959.51,2096,2017-11-01
201711,99042-NA,25758.05,212,2017-11-01
201711,99517-LGR-1WA,877.25,1,2017-11-01
201711,99517-LGR-1WT,927.58,1,2017-11-01
201711,99520-LGR-1WA,4043.48,4,2017-11-01
201711,99520-LGR-1WT,977.91,1,2017-11-01
201711,99522-LG-1WA,2877.74,2,2017-11-01
201711,99522-LG-1WT,1489.2,1,2017-11-01
201711,99524-LG-1WA,9199.4,7,2017-11-01
201711,99530-LGR-1WA,7885.650000000001,10,2017-11-01
201711,99530-LGR-1WT,1603.47,2,2017-11-01
201711,99533-LGR-1WA,38037.37,46,2017-11-01
201711,99533-LGR-1WT,852.09,1,2017-11-01
201711,99535-LG-1WA,2525.4,2,2017-11-01
201711,99537-LG-1WA,3486.0299999999997,3,2017-11-01
201711,99541-R-1WA,4304.18,9,2017-11-01
201711,99541-R-1WT,10358.66,19,2017-11-01
201711,99543-R-1WA,3451.26,6,2017-11-01
201711,99543-R-1WT,1795.15,3,2017-11-01
201711,99544-1WA,6020.11,7,2017-11-01
201711,99544-1WT,4462.31,5,2017-11-01
201711,99548-1WA,4048.2999999999997,6,2017-11-01
201711,99548-1WT,1665.68,2,2017-11-01
201711,CB-CLW2026SS,98550.65000000001,1056,2017-11-01
201712,10491-0,1423712.9,5895,2017-12-01
201712,10493-0,117046.15,450,2017-12-01
201712,11464-0,1982035.59,15845,2017-12-01
201712,11499-0,2227235.68,14637,2017-12-01
201712,14047-0,2183.66,8,2017-12-01
201712,19042-0,1378.14,14,2017-12-01
201712,20454-0,230611.68,11649,2017-12-01
201712,20455-0,88062.20999999999,4932,2017-12-01
201712,20466-0,191716.47,9776,2017-12-01
201712,20467-0,156315.35,9306,2017-12-01
201712,2967-BR1,73826.95,760,2017-12-01
201712,3073-NA,212067.39,2448,2017-12-01
201712,3569-0,256732.52000000002,2620,2017-12-01
201712,3946-0,238118.22,911,2017-12-01
201712,4008-0,128127.54,4898,2017-12-01
201712,4144-0,159683.77,1262,2017-12-01
201712,4166-0,102359.79000000001,1540,2017-12-01
201712,4167-0,75937.98000000001,1101,2017-12-01
201712,4198-0,579635.02,6707,2017-12-01
201712,4199-0,2172237.79,22208,2017-12-01
201712,4309-0,879272.49,7740,2017-12-01
201712,4326-0,403721.38,2898,2017-12-01
201712,4418-0,229585.49,3266,2017-12-01
201712,4421-0,280588.17,4228,2017-12-01
201712,4434-0,406212.92,3015,2017-12-01
201712,4467-0,821500.3,15481,2017-12-01
201712,4468-0,676810.99,12505,2017-12-01
201712,45989-0,173171.51,1018,2017-12-01
201712,4636-0,576848.76,22745,2017-12-01
201712,4639-0,115255.5,5204,2017-12-01
201712,4647-0,98189.95,9042,2017-12-01
201712,4648-0,9495.37,1039,2017-12-01
201712,4694-0,107157.98999999999,8445,2017-12-01
201712,4734-0,176628.73,7835,2017-12-01
201712,4774-0,477568.13,46419,2017-12-01
201712,4775-0,179523.03,18515,2017-12-01
201712,5172-0,374870.01,955,2017-12-01
201712,5297-0,84217.48000000001,725,2017-12-01
201712,78052-0,125396.11,6167,2017-12-01
201712,98993-0,422568.7,1714,2017-12-01
201712,98994-0,486483.14,1999,2017-12-01
201712,99042-NA,40807.2,336,2017-12-01
201712,99517-LGR-1WA,1754.5,2,2017-12-01
201712,99520-LGR-1WA,1855.16,2,2017-12-01
201712,99520-LGR-1WT,977.91,1,2017-12-01
201712,99522-LG-1WA,1438.87,1,2017-12-01
201712,99522-LG-1WT,1489.2,1,2017-12-01
201712,99524-LG-1WA,2575.74,2,2017-12-01
201712,99530-LGR-1WA,3020.05,4,2017-12-01
201712,99530-LGR-1WT,1603.48,2,2017-12-01
201712,99533-LGR-1WA,33902.86,41,2017-12-01
201712,99533-LGR-1WT,1022.51,1,2017-12-01
201712,99535-LG-1WA,5775.09,5,2017-12-01
201712,99537-LG-1WA,1162.01,1,2017-12-01
201712,99537-LG-1WT,2110.56,2,2017-12-01
201712,99541-R-1WA,4724.1,10,2017-12-01
201712,99541-R-1WT,4384.63,8,2017-12-01
201712,99543-R-1WA,4026.4800000000005,10,2017-12-01
201712,CB-CLW2026SS,121179.08,1305,2017-12-01
201801,10491-0,1831937.44,7472,2018-01-01
201801,10493-0,128758.17,490,2018-01-01
201801,11464-0,2354209.57,18819,2018-01-01
201801,11499-0,4218482.72,27740,2018-01-01
201801,14047-0,27481.62,107,2018-01-01
201801,19042-0,1741.98,19,2018-01-01
201801,20454-0,270093.36,13650,2018-01-01
201801,20455-0,130698.87,7323,2018-01-01
201801,20466-0,159755.66,8314,2018-01-01
201801,20467-0,126323.44,7515,2018-01-01
201801,2967-BR1,39959.85,452,2018-01-01
201801,3073-NA,263541.58,3050,2018-01-01
201801,3569-0,234367.26,2365,2018-01-01
201801,3946-0,317105.85,1180,2018-01-01
201801,4008-0,143985.76,5433,2018-01-01
201801,4144-0,237399.95,1901,2018-01-01
201801,4166-0,116897.19,1751,2018-01-01
201801,4167-0,104084.38,1505,2018-01-01
201801,4198-0,648247.97,7799,2018-01-01
201801,4199-0,1827082.3699999999,18442,2018-01-01
201801,4309-0,1002272.97,8805,2018-01-01
201801,4326-0,411657.62,2944,2018-01-01
201801,4418-0,201878.38999999998,2870,2018-01-01
201801,4421-0,308330.61,4637,2018-01-01
201801,4434-0,417763.71,3090,2018-01-01
201801,4467-0,768551.61,14288,2018-01-01
201801,4468-0,651774.13,12159,2018-01-01
201801,45989-0,296713.69,1698,2018-01-01
201801,4636-0,804663.29,32508,2018-01-01
201801,4639-0,141994.15,6439,2018-01-01
201801,4647-0,66381.34999999999,5953,2018-01-01
201801,4648-0,8405.04,916,2018-01-01
201801,4694-0,140648.35,11085,2018-01-01
201801,4734-0,143173.76,6394,2018-01-01
201801,4774-0,483120.3,46585,2018-01-01
201801,4775-0,138237.99,14217,2018-01-01
201801,5172-0,778815.31,1968,2018-01-01
201801,5297-0,34860.01,322,2018-01-01
201801,78052-0,220647.96,10850,2018-01-01
201801,98993-0,588239.62,2341,2018-01-01
201801,98994-0,781640.23,3091,2018-01-01
201801,99042-NA,41327.91,341,2018-01-01
201801,99517-LGR-1WA,5263.49,6,2018-01-01
201801,99520-LGR-1WA,5050.16,6,2018-01-01
201801,99522-LG-1WA,5755.48,4,2018-01-01
201801,99524-LG-1WA,7011.73,6,2018-01-01
201801,99524-LG-1WT,2626.05,2,2018-01-01
201801,99530-LGR-1WA,4659.5,6,2018-01-01
201801,99530-LGR-1WT,4159.05,5,2018-01-01
201801,99533-LGR-1WA,3307.56,4,2018-01-01
201801,99535-LG-1WT,2575.74,3,2018-01-01
201801,99537-LG-1WA,4648.04,4,2018-01-01
201801,99541-R-1WA,4724.1,9,2018-01-01
201801,99543-R-1WA,1150.42,2,2018-01-01
201801,99544-1WA,1720.03,2,2018-01-01
201801,99548-1WA,2574.88,3,2018-01-01
201801,99548-1WT,2498.4900000000002,3,2018-01-01
201801,CB-CLW2026SS,149008.04,1619,2018-01-01
201802,10491-0,2038213.4,8370,2018-02-01
201802,10493-0,115415.31,447,2018-02-01
201802,11464-0,1843604.8699999999,14739,2018-02-01
201802,11499-0,1812582.24,11919,2018-02-01
201802,14047-0,8869.11,33,2018-02-01
201802,19042-0,15810.03,173,2018-02-01
201802,20454-0,191088.94,9645,2018-02-01
201802,20455-0,85182.3,4769,2018-02-01
201802,20466-0,202766.23,10333,2018-02-01
201802,20467-0,152148.69,9046,2018-02-01
201802,2967-BR1,66963.26,709,2018-02-01
201802,3073-NA,228589.56,2642,2018-02-01
201802,3569-0,248060.25,2513,2018-02-01
201802,3946-0,234253.84,840,2018-02-01
201802,4008-0,116654.95,4275,2018-02-01
201802,4144-0,246130.74,2050,2018-02-01
201802,4166-0,130017.37,1854,2018-02-01
201802,4167-0,87405.49,1232,2018-02-01
201802,4198-0,654093.53,7634,2018-02-01
201802,4199-0,1605578.3,16316,2018-02-01
201802,4309-0,1041736.58,8686,2018-02-01
201802,4326-0,478552.42,3266,2018-02-01
201802,4418-0,281974.26,3843,2018-02-01
201802,4421-0,323326.25,4496,2018-02-01
201802,4434-0,481331.57,3524,2018-02-01
201802,4467-0,795377.99,14618,2018-02-01
201802,4468-0,730298.36,13368,2018-02-01
201802,45989-0,197988.77,1132,2018-02-01
201802,4636-0,946329.61,37678,2018-02-01
201802,4639-0,178551.2,7987,2018-02-01
201802,4647-0,82790.88,7582,2018-02-01
201802,4648-0,9520.93,1007,2018-02-01
201802,4694-0,138236.03,10836,2018-02-01
201802,4734-0,158973.57,6976,2018-02-01
201802,4774-0,379561.68,36376,2018-02-01
201802,4775-0,132438.87,13920,2018-02-01
201802,5172-0,590934.4,1521,2018-02-01
201802,5297-0,41732.8,348,2018-02-01
201802,78052-0,95351.7,4689,2018-02-01
201802,98993-0,256386.91,1048,2018-02-01
201802,98994-0,432596.8,1778,2018-02-01
201802,99042-NA,43125.4,355,2018-02-01
201802,99517-LGR-1WA,2842.3,5,2018-02-01
201802,99517-LGR-1WT,946.14,1,2018-02-01
201802,99520-LGR-1WA,2819.87,4,2018-02-01
201802,99520-LGR-1WT,997.49,1,2018-02-01
201802,99522-LG-1WA,5813.06,4,2018-02-01
201802,99522-LG-1WT,4497.39,3,2018-02-01
201802,99524-LG-1WA,8897.77,9,2018-02-01
201802,99524-LG-1WT,2678.6099999999997,2,2018-02-01
201802,99530-LGR-1WA,3914.0,5,2018-02-01
201802,99530-LGR-1WT,3891.13,5,2018-02-01
201802,99533-LGR-1WA,1670.35,2,2018-02-01
201802,99533-LGR-1WT,852.09,2,2018-02-01
201802,99535-LG-1WA,1262.7,1,2018-02-01
201802,99537-LG-1WA,921.86,2,2018-02-01
201802,99541-R-1WA,2220.66,4,2018-02-01
201802,99541-R-1WT,2236.23,4,2018-02-01
201802,99543-R-1WA,2318.7200000000003,4,2018-02-01
201802,99543-R-1WT,610.35,1,2018-02-01
201802,99544-1WA,2419.5299999999997,3,2018-02-01
201802,99544-1WT,900.87,1,2018-02-01
201802,99548-1WA,809.66,1,2018-02-01
201802,99548-1WT,832.83,1,2018-02-01
201802,CB-CLW2026SS,154187.46,1677,2018-02-01
201803,10491-0,1938091.23,7952,2018-03-01
201803,10493-0,99529.33,385,2018-03-01
201803,11464-0,2100870.37,16819,2018-03-01
201803,11499-0,3728498.52,24546,2018-03-01
201803,14047-0,23926.54,91,2018-03-01
201803,19042-0,22465.14,232,2018-03-01
201803,20454-0,253858.34,12802,2018-03-01
201803,20455-0,175806.18,9848,2018-03-01
201803,20466-0,214308.52,11044,2018-03-01
201803,20467-0,130603.84,7761,2018-03-01
201803,2967-BR1,61724.59,655,2018-03-01
201803,3073-NA,217196.92,2494,2018-03-01
201803,3569-0,240260.35,2498,2018-03-01
201803,3946-0,270601.47000000003,990,2018-03-01
201803,4008-0,146581.9,5362,2018-03-01
201803,4144-0,310649.39,2653,2018-03-01
201803,4166-0,136651.66,1875,2018-03-01
201803,4167-0,84989.8,1167,2018-03-01
201803,4198-0,749039.6,8935,2018-03-01
201803,4199-0,2195604.92,22006,2018-03-01
201803,4309-0,1052527.02,8383,2018-03-01
201803,4326-0,502434.32,3611,2018-03-01
201803,4418-0,271037.61,3536,2018-03-01
201803,4421-0,312793.0,4133,2018-03-01
201803,4434-0,553105.17,4002,2018-03-01
201803,4467-0,898401.13,16611,2018-03-01
201803,4468-0,749685.5,13676,2018-03-01
201803,45927-0,848161.6,3811,2018-03-01
201803,45989-0,747921.41,4194,2018-03-01
201803,4636-0,859532.9400000001,34536,2018-03-01
201803,4639-0,114943.29,5247,2018-03-01
201803,4647-0,96671.47,9067,2018-03-01
201803,4648-0,10009.39,1054,2018-03-01
201803,4694-0,98095.45,7697,2018-03-01
201803,4734-0,145003.93,6380,2018-03-01
201803,4774-0,568917.3,53373,2018-03-01
201803,4775-0,162548.48,16909,2018-03-01
201803,5172-0,672635.96,1711,2018-03-01
201803,5297-0,15866.33,141,2018-03-01
201803,78052-0,62863.35,3094,2018-03-01
201803,98993-0,429950.86,1758,2018-03-01
201803,98994-0,542935.8,2232,2018-03-01
201803,99042-NA,47622.86,393,2018-03-01
201803,99517-LGR-1WA,3553.77,4,2018-03-01
201803,99520-LGR-1WA,1892.28,2,2018-03-01
201803,99520-LGR-1WT,2105.81,2,2018-03-01
201803,99522-LG-1WA,5104.91,4,2018-03-01
201803,99522-LG-1WT,1518.99,1,2018-03-01
201803,99524-LG-1WA,4962.64,4,2018-03-01
201803,99530-LGR-1WA,4752.8,6,2018-03-01
201803,99530-LGR-1WT,817.78,1,2018-03-01
201803,99533-LGR-1WA,5904.150000000001,7,2018-03-01
201803,99535-LG-1WA,5151.87,4,2018-03-01
201803,99535-LG-1WT,2627.28,2,2018-03-01
201803,99541-R-1WA,3212.4599999999996,6,2018-03-01
201803,99541-R-1WT,1677.1499999999999,3,2018-03-01
201803,99543-R-1WA,1743.51,3,2018-03-01
201803,99543-R-1WT,1220.7,2,2018-03-01
201803,99544-1WA,3614.37,4,2018-03-01
201803,99548-1WA,2294.05,3,2018-03-01
201803,99548-1WT,755.12,1,2018-03-01
201803,CB-CLW2026SS,115152.63,1246,2018-03-01
201804,10491-0,1677636.8900000001,6887,2018-04-01
201804,10493-0,126063.52,489,2018-04-01
201804,11464-0,2195037.46,17569,2018-04-01
201804,11499-0,4379499.2299999995,28809,2018-04-01
201804,14047-0,16799.15,66,2018-04-01
201804,19042-0,20177.27,201,2018-04-01
201804,20454-0,162847.34,8221,2018-04-01
201804,20455-0,59485.45,3333,2018-04-01
201804,20466-0,212164.02,10813,2018-04-01
201804,20467-0,147301.99,8751,2018-04-01
201804,2967-BR1,60446.58,656,2018-04-01
201804,3073-NA,263210.15,3044,2018-04-01
201804,3569-0,261960.37,2644,2018-04-01
201804,3946-0,229998.04,843,2018-04-01
201804,4008-0,162320.59,5870,2018-04-01
201804,4144-0,338720.31,2880,2018-04-01
201804,4166-0,109075.57,1501,2018-04-01
201804,4167-0,92826.16,1278,2018-04-01
201804,4198-0,843047.49,10194,2018-04-01
201804,4199-0,2511566.94,24867,2018-04-01
201804,4309-0,811790.8099999999,6423,2018-04-01
201804,4326-0,444891.24,3083,2018-04-01
201804,4418-0,264898.59,3448,2018-04-01
201804,4421-0,266537.45,3514,2018-04-01
201804,4434-0,427058.23,3108,2018-04-01
201804,4467-0,1013484.62,18780,2018-04-01
201804,4468-0,775335.86,14037,2018-04-01
201804,45927-0,145505.09,640,2018-04-01
201804,45989-0,743698.92,4168,2018-04-01
201804,4636-0,1064407.01,42487,2018-04-01
201804,4639-0,106287.74,4848,2018-04-01
201804,4647-0,114769.7,10554,2018-04-01
201804,4648-0,13326.130000000001,1394,2018-04-01
201804,4694-0,95749.11,7463,2018-04-01
201804,4734-0,149730.52,6694,2018-04-01
201804,4774-0,423246.83999999997,40058,2018-04-01
201804,4775-0,130479.89,13396,2018-04-01
201804,5172-0,719587.73,1864,2018-04-01
201804,5297-0,22363.79,193,2018-04-01
201804,78052-0,91416.2,4487,2018-04-01
201804,98993-0,514901.76,2008,2018-04-01
201804,98994-0,600003.53,2432,2018-04-01
201804,99042-NA,65857.52,542,2018-04-01
201804,99517-LGR-1WA,2684.42,3,2018-04-01
201804,99517-LGR-1WT,1892.3,2,2018-04-01
201804,99520-LGR-1WA,3757.69,4,2018-04-01
201804,99520-LGR-1WT,1994.98,2,2018-04-01
201804,99522-LG-1WA,10273.54,7,2018-04-01
201804,99522-LG-1WT,7594.99,5,2018-04-01
201804,99524-LG-1WA,10509.12,8,2018-04-01
201804,99524-LG-1WT,6696.54,5,2018-04-01
201804,99530-LGR-1WA,4752.79,6,2018-04-01
201804,99530-LGR-1WT,817.78,1,2018-04-01
201804,99533-LGR-1WA,6747.63,8,2018-04-01
201804,99533-LGR-1WT,3476.6,4,2018-04-01
201804,99535-LG-1WA,3720.77,3,2018-04-01
201804,99535-LG-1WT,2627.29,2,2018-04-01
201804,99537-LG-1WT,1210.95,1,2018-04-01
201804,99541-R-1WA,1029.93,2,2018-04-01
201804,99543-R-1WA,2346.92,4,2018-04-01
201804,99543-R-1WT,3526.51,6,2018-04-01
201804,99544-1WA,1754.46,2,2018-04-01
201804,99544-1WT,2702.61,3,2018-04-01
201804,99548-1WA,4147.41,5,2018-04-01
201804,CB-CLW2026SS,121798.31,1331,2018-04-01
201805,10491-0,1631725.87,6698,2018-05-01
201805,10493-0,109148.63,422,2018-05-01
201805,11464-0,3053611.1,24503,2018-05-01
201805,11499-0,4471814.63,29390,2018-05-01
201805,14047-0,26173.46,104,2018-05-01
201805,19042-0,30025.010000000002,299,2018-05-01
201805,20454-0,150587.57,7590,2018-05-01
201805,20455-0,90328.45999999999,5045,2018-05-01
201805,20466-0,249646.72,12696,2018-05-01
201805,20467-0,181350.36,10778,2018-05-01
201805,2967-BR1,41783.17,456,2018-05-01
201805,3073-NA,255975.95,2962,2018-05-01
201805,3569-0,199398.14,2059,2018-05-01
201805,3946-0,227197.11,859,2018-05-01
201805,4008-0,147913.75,5480,2018-05-01
201805,4144-0,378814.4,3196,2018-05-01
201805,4166-0,147947.63,2026,2018-05-01
201805,4167-0,94190.45,1301,2018-05-01
201805,4198-0,625932.03,7440,2018-05-01
201805,4199-0,2298783.82,23447,2018-05-01
201805,4309-0,982364.28,8004,2018-05-01
201805,4326-0,415306.72,2927,2018-05-01
201805,4418-0,204694.58000000002,2674,2018-05-01
201805,4421-0,314056.11,4436,2018-05-01
201805,4434-0,596991.98,4302,2018-05-01
201805,4467-0,935724.9199999999,17255,2018-05-01
201805,4468-0,738260.68,13345,2018-05-01
201805,45927-0,1222969.97,5492,2018-05-01
201805,45989-0,325444.21,1926,2018-05-01
201805,4636-0,887486.37,35248,2018-05-01
201805,4639-0,112561.17,5142,2018-05-01
201805,4647-0,88027.94,7930,2018-05-01
201805,4648-0,11063.92,1177,2018-05-01
201805,4694-0,76201.27,5937,2018-05-01
201805,4734-0,151404.18,6761,2018-05-01
201805,4774-0,464569.98,44376,2018-05-01
201805,4775-0,157971.78,16204,2018-05-01
201805,5172-0,634302.6,1648,2018-05-01
201805,5297-0,25310.420000000002,213,2018-05-01
201805,78052-0,123158.06,6055,2018-05-01
201805,98993-0,406582.60000000003,1661,2018-05-01
201805,98994-0,602492.74,2449,2018-05-01
201805,99042-NA,52012.22,428,2018-05-01
201805,99517-LGR-1WA,2684.3999999999996,3,2018-05-01
201805,99517-LGR-1WT,946.14,2,2018-05-01
201805,99520-LGR-1WA,3784.56,4,2018-05-01
201805,99520-LGR-1WT,1994.98,2,2018-05-01
201805,99522-LG-1WA,11699.51,8,2018-05-01
201805,99522-LG-1WT,1518.99,1,2018-05-01
201805,99524-LG-1WT,2678.62,2,2018-05-01
201805,99530-LGR-1WA,3168.52,4,2018-05-01
201805,99530-LGR-1WT,1453.83,2,2018-05-01
201805,99533-LGR-1WA,7672.31,9,2018-05-01
201805,99533-LGR-1WT,5021.76,6,2018-05-01
201805,99535-LG-1WA,7727.8099999999995,6,2018-05-01
201805,99535-LG-1WT,1313.64,1,2018-05-01
201805,99537-LG-1WA,3555.77,3,2018-05-01
201805,99541-R-1WA,2141.64,4,2018-05-01
201805,99543-R-1WA,5459.51,10,2018-05-01
201805,99543-R-1WT,1220.72,2,2018-05-01
201805,99544-1WA,4386.17,5,2018-05-01
201805,99544-1WT,900.87,1,2018-05-01
201805,99548-1WA,1995.29,3,2018-05-01
201805,CB-CLW2026SS,124933.31,1362,2018-05-01
201806,10491-0,1368240.26,5622,2018-06-01
201806,10493-0,87758.93000000001,338,2018-06-01
201806,11464-0,5433242.34,43306,2018-06-01
201806,11499-0,3783114.34,24886,2018-06-01
201806,14047-0,29536.100000000002,121,2018-06-01
201806,19042-0,41371.92,431,2018-06-01
201806,20454-0,150896.16,7613,2018-06-01
201806,20455-0,93473.75,5228,2018-06-01
201806,20466-0,217592.25,11082,2018-06-01
201806,20467-0,175007.7,10406,2018-06-01
201806,22907-0,743678.61,4321,2018-06-01
201806,22908-0,2988730.59,14256,2018-06-01
201806,2967-BR1,71388.65,758,2018-06-01
201806,3073-NA,232538.63999999998,2684,2018-06-01
201806,3569-0,275383.56,2925,2018-06-01
201806,3946-0,233511.74,834,2018-06-01
201806,4008-0,157068.45,5881,2018-06-01
201806,4144-0,394212.63,3350,2018-06-01
201806,4166-0,166494.57,2269,2018-06-01
201806,4167-0,85656.03,1175,2018-06-01
201806,4198-0,498359.45,6029,2018-06-01
201806,4199-0,2456854.13,24469,2018-06-01
201806,4309-0,951601.29,7578,2018-06-01
201806,4326-0,557959.75,3998,2018-06-01
201806,4418-0,254067.95,3288,2018-06-01
201806,4421-0,287728.87,3868,2018-06-01
201806,4434-0,523694.15,3786,2018-06-01
201806,4467-0,900421.27,16577,2018-06-01
201806,4468-0,707478.2,12794,2018-06-01
201806,45927-0,599403.43,2705,2018-06-01
201806,45989-0,243641.84,1436,2018-06-01
201806,4636-0,1300153.51,50635,2018-06-01
201806,4639-0,125632.59,5707,2018-06-01
201806,4647-0,95579.44,8637,2018-06-01
201806,4648-0,11756.13,1280,2018-06-01
201806,4694-0,137732.77,10921,2018-06-01
201806,4734-0,153798.15,6865,2018-06-01
201806,4774-0,418396.37,40061,2018-06-01
201806,4775-0,138824.59,14416,2018-06-01
201806,5172-0,722521.02,1853,2018-06-01
201806,5297-0,76290.0,672,2018-06-01
201806,78052-0,92883.58,4570,2018-06-01
201806,98993-0,235244.46000000002,972,2018-06-01
201806,98994-0,561440.39,2308,2018-06-01
201806,99042-NA,40969.67,337,2018-06-01
201806,99517-LGR-1WA,2684.3999999999996,4,2018-06-01
201806,99520-LGR-1WA,3784.56,4,2018-06-01
201806,99520-LGR-1WT,1994.97,2,2018-06-01
201806,99522-LG-1WA,4076.8,3,2018-06-01
201806,99522-LG-1WT,1518.99,1,2018-06-01
201806,99524-LG-1WA,7881.85,6,2018-06-01
201806,99524-LG-1WT,1339.31,1,2018-06-01
201806,99530-LGR-1WA,3168.52,4,2018-06-01
201806,99533-LGR-1WA,3373.82,4,2018-06-01
201806,99533-LGR-1WT,1713.5900000000001,2,2018-06-01
